directory,class
pneumonia/person1943_bacteria_4868.jpeg,2
pneumonia/person23_bacteria_94.jpeg,2
pneumonia/person415_bacteria_1837.jpeg,2
pneumonia/person1540_bacteria_4023.jpeg,2
pneumonia/person1551_bacteria_4053.jpeg,2
pneumonia/person564_bacteria_2344.jpeg,2
pneumonia/person1539_virus_2678.jpeg,2
pneumonia/person296_bacteria_1391.jpeg,2
pneumonia/person402_virus_801.jpeg,2
pneumonia/person88_virus_165.jpeg,2
pneumonia/person162_virus_322.jpeg,2
pneumonia/person721_virus_1340.jpeg,2
pneumonia/person1320_bacteria_3352.jpeg,2
pneumonia/person20_bacteria_64.jpeg,2
pneumonia/person726_bacteria_2628.jpeg,2
pneumonia/person342_virus_702.jpeg,2
pneumonia/person1018_virus_1706.jpeg,2
pneumonia/person486_bacteria_2051.jpeg,2
pneumonia/person1374_bacteria_3507.jpeg,2
pneumonia/person1340_virus_2311.jpeg,2
pneumonia/person1593_virus_2767.jpeg,2
pneumonia/person70_bacteria_341.jpeg,2
pneumonia/person420_bacteria_1850.jpeg,2
pneumonia/person1507_bacteria_3947.jpeg,2
pneumonia/00015826_036.png,2
pneumonia/person383_bacteria_1748.jpeg,2
pneumonia/person1544_bacteria_4037.jpeg,2
pneumonia/person1168_virus_1965.jpeg,2
pneumonia/person67_bacteria_333.jpeg,2
pneumonia/person733_bacteria_2635.jpeg,2
pneumonia/person465_bacteria_1977.jpeg,2
pneumonia/person388_virus_775.jpeg,2
pneumonia/person57_bacteria_270.jpeg,2
pneumonia/person744_virus_1367.jpeg,2
pneumonia/person1585_bacteria_4151.jpeg,2
pneumonia/person685_bacteria_2581.jpeg,2
pneumonia/person514_bacteria_2184.jpeg,2
pneumonia/person941_virus_1610.jpeg,2
pneumonia/person1918_bacteria_4825.jpeg,2
pneumonia/person326_virus_670.jpeg,2
pneumonia/person338_bacteria_1567.jpeg,2
pneumonia/00021895_001.png,2
pneumonia/person463_bacteria_1971.jpeg,2
pneumonia/person1597_bacteria_4193.jpeg,2
pneumonia/person1519_bacteria_3970.jpeg,2
pneumonia/person1111_bacteria_3052.jpeg,2
pneumonia/person364_bacteria_1660.jpeg,2
pneumonia/person445_virus_913.jpeg,2
pneumonia/person563_bacteria_2338.jpeg,2
pneumonia/person1670_bacteria_4428.jpeg,2
pneumonia/person302_virus_623.jpeg,2
pneumonia/person373_bacteria_1709.jpeg,2
pneumonia/person940_virus_1604.jpeg,2
pneumonia/person840_bacteria_2758.jpeg,2
pneumonia/person53_bacteria_253.jpeg,2
pneumonia/person1472_bacteria_3833.jpeg,2
pneumonia/person313_bacteria_1460.jpeg,2
pneumonia/person402_bacteria_1812.jpeg,2
pneumonia/person1029_virus_1721.jpeg,2
pneumonia/00006966_004.png,2
pneumonia/person940_virus_1607.jpeg,2
pneumonia/person609_bacteria_2474.jpeg,2
pneumonia/person1433_virus_2447.jpeg,2
pneumonia/00025383_002.png,2
pneumonia/person885_bacteria_2809.jpeg,2
pneumonia/person351_virus_726.jpeg,2
pneumonia/person348_bacteria_1601.jpeg,2
pneumonia/person579_bacteria_2383.jpeg,2
pneumonia/person549_bacteria_2307.jpeg,2
pneumonia/person1057_bacteria_2991.jpeg,2
pneumonia/person1819_bacteria_4677.jpeg,2
pneumonia/person60_bacteria_287.jpeg,2
pneumonia/person1106_virus_1829.jpeg,2
pneumonia/person1230_virus_2081.jpeg,2
pneumonia/person407_virus_812.jpeg,2
pneumonia/person490_bacteria_2069.jpeg,2
pneumonia/person1712_bacteria_4529.jpeg,2
pneumonia/00013997_000.png,2
pneumonia/person124_virus_231.jpeg,2
pneumonia/person266_bacteria_1247.jpeg,2
pneumonia/person1137_virus_1876.jpeg,2
pneumonia/person434_bacteria_1877.jpeg,2
pneumonia/person535_virus_1062.jpeg,2
pneumonia/person309_bacteria_1449.jpeg,2
pneumonia/person520_bacteria_2203.jpeg,2
pneumonia/person1523_bacteria_3980.jpeg,2
pneumonia/person671_virus_1260.jpeg,2
pneumonia/person770_virus_1398.jpeg,2
pneumonia/person269_virus_554.jpeg,2
pneumonia/person1052_bacteria_2986.jpeg,2
pneumonia/00001906_004.png,2
pneumonia/person59_bacteria_281.jpeg,2
pneumonia/00010693_012.png,2
pneumonia/person1035_bacteria_2969.jpeg,2
pneumonia/person1176_bacteria_3124.jpeg,2
pneumonia/person878_bacteria_2801.jpeg,2
pneumonia/person1089_virus_1808.jpeg,2
pneumonia/person281_bacteria_1328.jpeg,2
pneumonia/person688_virus_1282.jpeg,2
pneumonia/person491_bacteria_2073.jpeg,2
pneumonia/person1496_bacteria_3909.jpeg,2
pneumonia/person1173_virus_1978.jpeg,2
pneumonia/person1180_virus_2013.jpeg,2
pneumonia/person1855_bacteria_4727.jpeg,2
pneumonia/person26_bacteria_123.jpeg,2
pneumonia/person264_bacteria_1232.jpeg,2
pneumonia/00001837_002.png,2
pneumonia/person25_bacteria_121.jpeg,2
pneumonia/person1140_bacteria_3083.jpeg,2
pneumonia/person1192_bacteria_3141.jpeg,2
pneumonia/person1068_virus_1771.jpeg,2
pneumonia/person66_bacteria_324.jpeg,2
pneumonia/00014294_011.png,2
pneumonia/person1416_virus_2427.jpeg,2
pneumonia/00001021_000.png,2
pneumonia/00016991_002.png,2
pneumonia/person1881_bacteria_4767.jpeg,2
pneumonia/00000893_000.png,2
pneumonia/person468_bacteria_1991.jpeg,2
pneumonia/person1564_bacteria_4094.jpeg,2
pneumonia/person423_bacteria_1858.jpeg,2
pneumonia/person679_virus_1270.jpeg,2
pneumonia/person1197_virus_2039.jpeg,2
pneumonia/person491_bacteria_2071.jpeg,2
pneumonia/person1616_bacteria_4251.jpeg,2
pneumonia/person1012_bacteria_2943.jpeg,2
pneumonia/person77_bacteria_375.jpeg,2
pneumonia/person607_bacteria_2470.jpeg,2
pneumonia/person1617_bacteria_4255.jpeg,2
pneumonia/00009798_016.png,2
pneumonia/person1496_bacteria_3908.jpeg,2
pneumonia/person478_virus_975.jpeg,2
pneumonia/00016011_011.png,2
pneumonia/person1298_virus_2228.jpeg,2
pneumonia/person727_virus_1347.jpeg,2
pneumonia/person987_bacteria_2914.jpeg,2
pneumonia/person593_bacteria_2435.jpeg,2
pneumonia/person539_bacteria_2270.jpeg,2
pneumonia/person1409_bacteria_3583.jpeg,2
pneumonia/person1320_bacteria_3348.jpeg,2
pneumonia/person71_bacteria_351.jpeg,2
pneumonia/00009081_000.png,2
pneumonia/00007699_003.png,2
pneumonia/person420_bacteria_1849.jpeg,2
pneumonia/person1691_bacteria_4481.jpeg,2
pneumonia/person469_virus_965.jpeg,2
pneumonia/person537_bacteria_2266.jpeg,2
pneumonia/00001529_005.png,2
pneumonia/person1205_bacteria_3157.jpeg,2
pneumonia/person1276_bacteria_3239.jpeg,2
pneumonia/person321_virus_648.jpeg,2
pneumonia/person590_virus_1138.jpeg,2
pneumonia/person909_bacteria_2834.jpeg,2
pneumonia/person23_bacteria_86.jpeg,2
pneumonia/person1294_virus_2222.jpeg,2
pneumonia/person985_bacteria_2912.jpeg,2
pneumonia/person33_bacteria_172.jpeg,2
pneumonia/person687_bacteria_2583.jpeg,2
pneumonia/person569_bacteria_2362.jpeg,2
pneumonia/person37_bacteria_186.jpeg,2
pneumonia/person1689_bacteria_4473.jpeg,2
pneumonia/person1086_bacteria_3026.jpeg,2
pneumonia/00022201_000.png,2
pneumonia/person543_bacteria_2281.jpeg,2
pneumonia/person349_virus_724.jpeg,2
pneumonia/00020845_002.png,2
pneumonia/person276_bacteria_1297.jpeg,2
pneumonia/00014603_006.png,2
pneumonia/person1180_virus_2010.jpeg,2
pneumonia/person441_bacteria_1900.jpeg,2
pneumonia/person1706_bacteria_4516.jpeg,2
pneumonia/person413_virus_844.jpeg,2
pneumonia/person1139_virus_1882.jpeg,2
pneumonia/person281_bacteria_1329.jpeg,2
pneumonia/person337_bacteria_1564.jpeg,2
pneumonia/person623_bacteria_2496.jpeg,2
pneumonia/person429_virus_877.jpeg,2
pneumonia/person1459_bacteria_3796.jpeg,2
pneumonia/person357_bacteria_1640.jpeg,2
pneumonia/person540_bacteria_2272.jpeg,2
pneumonia/person1497_bacteria_3912.jpeg,2
pneumonia/person1442_bacteria_3726.jpeg,2
pneumonia/00014393_007.png,2
pneumonia/person297_bacteria_1400.jpeg,2
pneumonia/person1554_virus_2696.jpeg,2
pneumonia/person62_bacteria_302.jpeg,2
pneumonia/person728_bacteria_2630.jpeg,2
pneumonia/person732_bacteria_2634.jpeg,2
pneumonia/00006985_002.png,2
pneumonia/person422_virus_867.jpeg,2
pneumonia/person1415_bacteria_3629.jpeg,2
pneumonia/person61_bacteria_292.jpeg,2
pneumonia/person977_virus_1652.jpeg,2
pneumonia/person1308_bacteria_3288.jpeg,2
pneumonia/person1005_virus_1688.jpeg,2
pneumonia/person523_virus_1043.jpeg,2
pneumonia/00026806_000.png,2
pneumonia/person503_bacteria_2126.jpeg,2
pneumonia/person1581_virus_2741.jpeg,2
pneumonia/person389_bacteria_1778.jpeg,2
pneumonia/00000165_001.png,2
pneumonia/person1469_bacteria_3827.jpeg,2
pneumonia/person257_virus_538.jpeg,2
pneumonia/person1009_virus_1694.jpeg,2
pneumonia/person371_bacteria_1699.jpeg,2
pneumonia/person1803_bacteria_4652.jpeg,2
pneumonia/person895_bacteria_2820.jpeg,2
pneumonia/00021399_000.png,2
pneumonia/person1026_bacteria_2957.jpeg,2
pneumonia/00010375_001.png,2
pneumonia/person1157_virus_1937.jpeg,2
pneumonia/00027539_001.png,2
pneumonia/person1250_bacteria_3207.jpeg,2
pneumonia/person850_bacteria_2771.jpeg,2
pneumonia/person145_virus_294.jpeg,2
pneumonia/00015273_000.png,2
pneumonia/person1400_bacteria_3554.jpeg,2
pneumonia/person924_virus_1581.jpeg,2
pneumonia/person469_bacteria_1994.jpeg,2
pneumonia/person724_virus_1343.jpeg,2
pneumonia/person82_virus_154.jpeg,2
pneumonia/person299_bacteria_1419.jpeg,2
pneumonia/person33_bacteria_173.jpeg,2
pneumonia/person40_bacteria_203.jpeg,2
pneumonia/person326_virus_672.jpeg,2
pneumonia/person1628_bacteria_4296.jpeg,2
pneumonia/person315_bacteria_1466.jpeg,2
pneumonia/person348_virus_720.jpeg,2
pneumonia/person1735_bacteria_4570.jpeg,2
pneumonia/person138_virus_282.jpeg,2
pneumonia/person1176_virus_1996.jpeg,2
pneumonia/person1261_virus_2145.jpeg,2
pneumonia/person1048_bacteria_2982.jpeg,2
pneumonia/person955_bacteria_2880.jpeg,2
pneumonia/person272_virus_559.jpeg,2
pneumonia/person5_bacteria_16.jpeg,2
pneumonia/person49_bacteria_236.jpeg,2
pneumonia/person749_bacteria_2652.jpeg,2
pneumonia/person768_virus_1396.jpeg,2
pneumonia/person1455_virus_2489.jpeg,2
pneumonia/person1531_virus_2666.jpeg,2
pneumonia/person381_bacteria_1731.jpeg,2
pneumonia/person488_bacteria_2061.jpeg,2
pneumonia/person1348_virus_2324.jpeg,2
pneumonia/person1551_bacteria_4054.jpeg,2
pneumonia/person630_bacteria_2516.jpeg,2
pneumonia/person422_bacteria_1853.jpeg,2
pneumonia/person399_bacteria_1806.jpeg,2
pneumonia/00015628_018.png,2
pneumonia/person508_virus_1021.jpeg,2
pneumonia/person1179_bacteria_3127.jpeg,2
pneumonia/person353_bacteria_1628.jpeg,2
pneumonia/person27_bacteria_137.jpeg,2
pneumonia/person1095_virus_1815.jpeg,2
pneumonia/person447_virus_921_1.jpeg,2
pneumonia/person64_bacteria_317.jpeg,2
pneumonia/person1142_virus_1892.jpeg,2
pneumonia/person355_virus_730.jpeg,2
pneumonia/person555_bacteria_2325.jpeg,2
pneumonia/person533_virus_1055.jpeg,2
pneumonia/person841_virus_1481.jpeg,2
pneumonia/person1093_bacteria_3033.jpeg,2
pneumonia/person441_bacteria_1911.jpeg,2
pneumonia/person1702_bacteria_4510.jpeg,2
pneumonia/person453_virus_936.jpeg,2
pneumonia/person25_bacteria_118.jpeg,2
pneumonia/person543_virus_1073.jpeg,2
pneumonia/person51_bacteria_247.jpeg,2
pneumonia/person337_bacteria_1554.jpeg,2
pneumonia/person870_virus_1516.jpeg,2
pneumonia/person1323_bacteria_3362.jpeg,2
pneumonia/00026580_000.png,2
pneumonia/person799_virus_1431.jpeg,2
pneumonia/person1644_bacteria_4358.jpeg,2
pneumonia/person333_bacteria_1539.jpeg,2
pneumonia/person1286_bacteria_3249.jpeg,2
pneumonia/person471_bacteria_2005.jpeg,2
pneumonia/person1524_bacteria_3983.jpeg,2
pneumonia/person23_bacteria_81.jpeg,2
pneumonia/person328_bacteria_1511.jpeg,2
pneumonia/person5_bacteria_19.jpeg,2
pneumonia/person427_bacteria_1866.jpeg,2
pneumonia/00028301_000.png,2
pneumonia/person1019_virus_1708.jpeg,2
pneumonia/person294_bacteria_1384.jpeg,2
pneumonia/person48_bacteria_233.jpeg,2
pneumonia/person633_virus_1213.jpeg,2
pneumonia/person253_bacteria_1156.jpeg,2
pneumonia/person518_virus_1036.jpeg,2
pneumonia/person725_bacteria_2627.jpeg,2
pneumonia/person735_bacteria_2638.jpeg,2
pneumonia/00028173_010.png,2
pneumonia/00021016_000.png,2
pneumonia/person83_virus_156.jpeg,2
pneumonia/person40_bacteria_202.jpeg,2
pneumonia/person1507_bacteria_3942.jpeg,2
pneumonia/person111_virus_209.jpeg,2
pneumonia/person504_bacteria_2129.jpeg,2
pneumonia/person319_bacteria_1479.jpeg,2
pneumonia/person1353_virus_2333.jpeg,2
pneumonia/person28_bacteria_143.jpeg,2
pneumonia/person740_virus_1362.jpeg,2
pneumonia/person1231_bacteria_3186.jpeg,2
pneumonia/person806_virus_1439.jpeg,2
pneumonia/person427_virus_875.jpeg,2
pneumonia/00018960_023.png,2
pneumonia/person491_bacteria_2075.jpeg,2
pneumonia/person1308_virus_2253.jpeg,2
pneumonia/00026938_000.png,2
pneumonia/person925_virus_1582.jpeg,2
pneumonia/person55_bacteria_265.jpeg,2
pneumonia/person255_bacteria_1182.jpeg,2
pneumonia/person370_bacteria_1689.jpeg,2
pneumonia/person855_virus_1500.jpeg,2
pneumonia/person1590_bacteria_4175.jpeg,2
pneumonia/00012158_021.png,2
pneumonia/00006260_001.png,2
pneumonia/person674_bacteria_2568.jpeg,2
pneumonia/person699_bacteria_2598.jpeg,2
pneumonia/person1507_bacteria_3945.jpeg,2
pneumonia/person583_bacteria_2409.jpeg,2
pneumonia/person1215_bacteria_3167.jpeg,2
pneumonia/person480_bacteria_2040.jpeg,2
pneumonia/person1183_virus_2018.jpeg,2
pneumonia/person1670_bacteria_4430.jpeg,2
pneumonia/person294_virus_606.jpeg,2
pneumonia/person1261_virus_2148.jpeg,2
pneumonia/person1252_bacteria_3209.jpeg,2
pneumonia/person597_bacteria_2450.jpeg,2
pneumonia/person921_bacteria_2846.jpeg,2
pneumonia/person1620_bacteria_4272.jpeg,2
pneumonia/person494_bacteria_2088.jpeg,2
pneumonia/person629_virus_1207.jpeg,2
pneumonia/person1312_virus_2261.jpeg,2
pneumonia/00016425_000.png,2
pneumonia/person847_virus_1492.jpeg,2
pneumonia/person499_bacteria_2103.jpeg,2
pneumonia/00019021_001.png,2
pneumonia/person370_virus_753.jpeg,2
pneumonia/person993_bacteria_2921.jpeg,2
pneumonia/person782_bacteria_2686.jpeg,2
pneumonia/person1669_bacteria_4422.jpeg,2
pneumonia/person1306_bacteria_3276.jpeg,2
pneumonia/person1088_bacteria_3028.jpeg,2
pneumonia/person1133_bacteria_3075.jpeg,2
pneumonia/person1942_bacteria_4865.jpeg,2
pneumonia/person965_virus_1638.jpeg,2
pneumonia/person23_bacteria_89.jpeg,2
pneumonia/person1274_virus_2193.jpeg,2
pneumonia/person787_bacteria_2691.jpeg,2
pneumonia/person420_bacteria_1851.jpeg,2
pneumonia/person706_virus_1304.jpeg,2
pneumonia/person1597_bacteria_4191.jpeg,2
pneumonia/person492_bacteria_2083.jpeg,2
pneumonia/person357_bacteria_1639.jpeg,2
pneumonia/person1180_virus_2014.jpeg,2
pneumonia/person108_virus_199.jpeg,2
pneumonia/00005567_025.png,2
pneumonia/person1847_bacteria_4716.jpeg,2
pneumonia/00018843_000.png,2
pneumonia/person1433_bacteria_3704.jpeg,2
pneumonia/person991_virus_1669.jpeg,2
pneumonia/person1178_bacteria_3126.jpeg,2
pneumonia/person1307_virus_2251.jpeg,2
pneumonia/person30_bacteria_153.jpeg,2
pneumonia/00010761_002.png,2
pneumonia/person301_bacteria_1424.jpeg,2
pneumonia/person489_bacteria_2063.jpeg,2
pneumonia/person88_virus_166.jpeg,2
pneumonia/person371_bacteria_1695.jpeg,2
pneumonia/person302_bacteria_1430.jpeg,2
pneumonia/person353_virus_728.jpeg,2
pneumonia/person321_bacteria_1489.jpeg,2
pneumonia/person1803_bacteria_4651.jpeg,2
pneumonia/person427_bacteria_1867.jpeg,2
pneumonia/person1534_virus_2670.jpeg,2
pneumonia/person515_bacteria_2190.jpeg,2
pneumonia/person19_bacteria_59.jpeg,2
pneumonia/person1511_bacteria_3955.jpeg,2
pneumonia/person68_bacteria_337.jpeg,2
pneumonia/00014492_005.png,2
pneumonia/person718_virus_1316.jpeg,2
pneumonia/person621_virus_1194.jpeg,2
pneumonia/person389_virus_778.jpeg,2
pneumonia/person1665_bacteria_4415.jpeg,2
pneumonia/person66_bacteria_326.jpeg,2
pneumonia/person508_virus_1020.jpeg,2
pneumonia/person1486_bacteria_3884.jpeg,2
pneumonia/person1112_bacteria_3053.jpeg,2
pneumonia/person1310_bacteria_3300.jpeg,2
pneumonia/person774_bacteria_2678.jpeg,2
pneumonia/person1483_bacteria_3876.jpeg,2
pneumonia/person376_bacteria_1716.jpeg,2
pneumonia/person62_bacteria_300.jpeg,2
pneumonia/person883_bacteria_2807.jpeg,2
pneumonia/person258_bacteria_1215.jpeg,2
pneumonia/person1493_bacteria_3895.jpeg,2
pneumonia/00016036_001.png,2
pneumonia/person26_bacteria_130.jpeg,2
pneumonia/person678_bacteria_2572.jpeg,2
pneumonia/person356_virus_733.jpeg,2
pneumonia/00010384_035.png,2
pneumonia/person258_bacteria_1210.jpeg,2
pneumonia/person267_bacteria_1250.jpeg,2
pneumonia/00006759_001.png,2
pneumonia/person16_bacteria_55.jpeg,2
pneumonia/person1270_virus_2163.jpeg,2
pneumonia/00026389_002.png,2
pneumonia/person808_virus_1442.jpeg,2
pneumonia/person1317_bacteria_3332.jpeg,2
pneumonia/person53_bacteria_254.jpeg,2
pneumonia/person472_bacteria_2010.jpeg,2
pneumonia/person884_bacteria_2808.jpeg,2
pneumonia/00019750_031.png,2
pneumonia/person1628_bacteria_4295.jpeg,2
pneumonia/person1387_virus_2382.jpeg,2
pneumonia/person354_bacteria_1635.jpeg,2
pneumonia/person1455_virus_2488.jpeg,2
pneumonia/00018237_028.png,2
pneumonia/person1625_bacteria_4290.jpeg,2
pneumonia/person1751_bacteria_4592.jpeg,2
pneumonia/person1310_bacteria_3304.jpeg,2
pneumonia/person703_virus_1300.jpeg,2
pneumonia/person732_virus_1353.jpeg,2
pneumonia/00016936_000.png,2
pneumonia/person140_virus_285.jpeg,2
pneumonia/person892_bacteria_2817.jpeg,2
pneumonia/person458_bacteria_1952.jpeg,2
pneumonia/person827_bacteria_2738.jpeg,2
pneumonia/person751_bacteria_2654.jpeg,2
pneumonia/person1524_bacteria_3984.jpeg,2
pneumonia/person258_bacteria_1207.jpeg,2
pneumonia/person413_bacteria_1832.jpeg,2
pneumonia/person600_virus_1156.jpeg,2
pneumonia/person75_bacteria_367.jpeg,2
pneumonia/person1663_bacteria_4412.jpeg,2
pneumonia/person1876_bacteria_4760.jpeg,2
pneumonia/person458_bacteria_1954.jpeg,2
pneumonia/person1535_bacteria_4016.jpeg,2
pneumonia/person1073_bacteria_3011.jpeg,2
pneumonia/person23_bacteria_92.jpeg,2
pneumonia/person396_bacteria_1796.jpeg,2
pneumonia/person445_virus_914.jpeg,2
pneumonia/person488_bacteria_2062.jpeg,2
pneumonia/person1139_bacteria_3082.jpeg,2
pneumonia/person49_bacteria_235.jpeg,2
pneumonia/person266_virus_549.jpeg,2
pneumonia/person919_virus_1576.jpeg,2
pneumonia/person351_bacteria_1622.jpeg,2
pneumonia/person465_bacteria_1976.jpeg,2
pneumonia/person1372_bacteria_3499.jpeg,2
pneumonia/person1545_bacteria_4042.jpeg,2
pneumonia/person280_virus_577.jpeg,2
pneumonia/person388_virus_777.jpeg,2
pneumonia/person667_virus_1253.jpeg,2
pneumonia/person1007_virus_1690.jpeg,2
pneumonia/person40_bacteria_204.jpeg,2
pneumonia/person1668_bacteria_4421.jpeg,2
pneumonia/person348_virus_719.jpeg,2
pneumonia/person1830_bacteria_4693.jpeg,2
pneumonia/person26_bacteria_128.jpeg,2
pneumonia/person1120_virus_1845.jpeg,2
pneumonia/person1418_bacteria_3636.jpeg,2
pneumonia/person1260_virus_2140.jpeg,2
pneumonia/person1295_bacteria_3258.jpeg,2
pneumonia/person563_bacteria_2339.jpeg,2
pneumonia/person517_virus_1035.jpeg,2
pneumonia/person1460_virus_2509.jpeg,2
pneumonia/person945_virus_1616.jpeg,2
pneumonia/person614_bacteria_2483.jpeg,2
pneumonia/person2_bacteria_3.jpeg,2
pneumonia/person1298_virus_2226.jpeg,2
pneumonia/person1679_bacteria_4452.jpeg,2
pneumonia/person1136_bacteria_3078.jpeg,2
pneumonia/person820_virus_1456.jpeg,2
pneumonia/person325_bacteria_1502.jpeg,2
pneumonia/person1164_virus_1955.jpeg,2
pneumonia/person86_virus_159.jpeg,2
pneumonia/00026629_006.png,2
pneumonia/person544_virus_1074.jpeg,2
pneumonia/person445_bacteria_1929.jpeg,2
pneumonia/person1562_bacteria_4081.jpeg,2
pneumonia/person493_bacteria_2086.jpeg,2
pneumonia/person1872_bacteria_4750.jpeg,2
pneumonia/person427_bacteria_1868.jpeg,2
pneumonia/person1372_bacteria_3503.jpeg,2
pneumonia/person139_virus_283.jpeg,2
pneumonia/person498_bacteria_2102.jpeg,2
pneumonia/person864_virus_1509.jpeg,2
pneumonia/person366_virus_746.jpeg,2
pneumonia/person446_bacteria_1931.jpeg,2
pneumonia/person54_bacteria_258.jpeg,2
pneumonia/person1323_virus_2282.jpeg,2
pneumonia/person382_bacteria_1740.jpeg,2
pneumonia/person343_virus_704.jpeg,2
pneumonia/person1478_bacteria_3848.jpeg,2
pneumonia/person1164_bacteria_3110.jpeg,2
pneumonia/00025624_000.png,2
pneumonia/person747_virus_1372.jpeg,2
pneumonia/person1133_virus_1865.jpeg,2
pneumonia/person1480_bacteria_3858.jpeg,2
pneumonia/person1323_bacteria_3361.jpeg,2
pneumonia/person30_bacteria_145.jpeg,2
pneumonia/person911_bacteria_2836.jpeg,2
pneumonia/person61_bacteria_290.jpeg,2
pneumonia/person605_bacteria_2467.jpeg,2
pneumonia/person1576_virus_2734.jpeg,2
pneumonia/person391_virus_781.jpeg,2
pneumonia/person441_bacteria_1904.jpeg,2
pneumonia/00014234_000.png,2
pneumonia/00013662_005.png,2
pneumonia/person90_virus_170.jpeg,2
pneumonia/person1162_virus_1950.jpeg,2
pneumonia/person515_bacteria_2189.jpeg,2
pneumonia/person301_bacteria_1429.jpeg,2
pneumonia/00002572_006.png,2
pneumonia/person1275_bacteria_3237.jpeg,2
pneumonia/person426_bacteria_1862.jpeg,2
pneumonia/person487_bacteria_2058.jpeg,2
pneumonia/person1400_bacteria_3553.jpeg,2
pneumonia/person1149_virus_1925.jpeg,2
pneumonia/person30_bacteria_151.jpeg,2
pneumonia/person18_bacteria_57.jpeg,2
pneumonia/person67_bacteria_332.jpeg,2
pneumonia/person779_virus_1410.jpeg,2
pneumonia/person1491_bacteria_3892.jpeg,2
pneumonia/person124_virus_238.jpeg,2
pneumonia/person537_bacteria_2263.jpeg,2
pneumonia/person1502_bacteria_3925.jpeg,2
pneumonia/person762_virus_1390.jpeg,2
pneumonia/person487_bacteria_2055.jpeg,2
pneumonia/00019275_002.png,2
pneumonia/person1308_bacteria_3285.jpeg,2
pneumonia/person1343_bacteria_3416.jpeg,2
pneumonia/person553_bacteria_2316.jpeg,2
pneumonia/person662_bacteria_2554.jpeg,2
pneumonia/person7_bacteria_28.jpeg,2
pneumonia/person435_virus_885.jpeg,2
pneumonia/person1927_bacteria_4837.jpeg,2
pneumonia/person511_bacteria_2153.jpeg,2
pneumonia/person1183_bacteria_3131.jpeg,2
pneumonia/person959_bacteria_2884.jpeg,2
pneumonia/person1361_bacteria_3476.jpeg,2
pneumonia/person1174_virus_1980.jpeg,2
pneumonia/person681_virus_1272.jpeg,2
pneumonia/person786_bacteria_2690.jpeg,2
pneumonia/person371_virus_754.jpeg,2
pneumonia/person1090_virus_1809.jpeg,2
pneumonia/person564_bacteria_2342.jpeg,2
pneumonia/person1109_bacteria_3050.jpeg,2
pneumonia/person274_bacteria_1290.jpeg,2
pneumonia/person760_bacteria_2664.jpeg,2
pneumonia/person30_bacteria_156.jpeg,2
pneumonia/person465_bacteria_1981.jpeg,2
pneumonia/person1019_bacteria_2950.jpeg,2
pneumonia/00005032_000.png,2
pneumonia/person267_bacteria_1253.jpeg,2
pneumonia/person947_virus_1618.jpeg,2
pneumonia/person624_bacteria_2497.jpeg,2
pneumonia/person1257_bacteria_3215.jpeg,2
pneumonia/person359_virus_738.jpeg,2
pneumonia/person1934_bacteria_4846.jpeg,2
pneumonia/person1585_bacteria_4155.jpeg,2
pneumonia/person438_bacteria_1890.jpeg,2
pneumonia/person1214_bacteria_3166.jpeg,2
pneumonia/person46_bacteria_224.jpeg,2
pneumonia/person1041_bacteria_2975.jpeg,2
pneumonia/person765_virus_1393.jpeg,2
pneumonia/person1472_bacteria_3834.jpeg,2
pneumonia/person258_bacteria_1212.jpeg,2
pneumonia/person1092_bacteria_3032.jpeg,2
pneumonia/person1903_bacteria_4797.jpeg,2
pneumonia/person1546_virus_2687.jpeg,2
pneumonia/person370_bacteria_1690.jpeg,2
pneumonia/person1539_virus_2679.jpeg,2
pneumonia/person1366_virus_2349.jpeg,2
pneumonia/person1154_virus_1933.jpeg,2
pneumonia/person1493_bacteria_3898.jpeg,2
pneumonia/person1118_bacteria_3059.jpeg,2
pneumonia/person1324_virus_2285.jpeg,2
pneumonia/person1130_virus_1860.jpeg,2
pneumonia/person255_bacteria_1162.jpeg,2
pneumonia/person1286_virus_2209.jpeg,2
pneumonia/person1310_bacteria_3301.jpeg,2
pneumonia/person745_virus_1368.jpeg,2
pneumonia/person1702_bacteria_4509.jpeg,2
pneumonia/00014201_008.png,2
pneumonia/person1006_bacteria_2937.jpeg,2
pneumonia/person533_bacteria_2250.jpeg,2
pneumonia/person1488_virus_2592.jpeg,2
pneumonia/person444_virus_911.jpeg,2
pneumonia/person918_virus_1575.jpeg,2
pneumonia/person655_bacteria_2547.jpeg,2
pneumonia/person257_bacteria_1193.jpeg,2
pneumonia/person1454_bacteria_3781.jpeg,2
pneumonia/person1599_virus_2775.jpeg,2
pneumonia/00005567_017.png,2
pneumonia/person392_bacteria_1785.jpeg,2
pneumonia/person336_bacteria_1551.jpeg,2
pneumonia/person305_bacteria_1436.jpeg,2
pneumonia/person449_bacteria_1940.jpeg,2
pneumonia/person331_bacteria_1527.jpeg,2
pneumonia/person394_bacteria_1792.jpeg,2
pneumonia/person69_bacteria_338.jpeg,2
pneumonia/person855_bacteria_2777.jpeg,2
pneumonia/person907_virus_1563.jpeg,2
pneumonia/person259_bacteria_1219.jpeg,2
pneumonia/person1300_virus_2240.jpeg,2
pneumonia/00000499_008.png,2
pneumonia/person391_bacteria_1782.jpeg,2
pneumonia/person1576_bacteria_4121.jpeg,2
pneumonia/person942_virus_1611.jpeg,2
pneumonia/person330_virus_683.jpeg,2
pneumonia/00014072_002.png,2
